Company,NET Income,Operating Income,Total Assets,Number of Employees,Buyers
MTZ,52069,101764,435804,625,[DEO;KJR;ZTY;SPC;FZQ]
AOW,11928,15864,78554,63,[FZQ;RGM;OQK;BKT]
FQN,29495,47288,217273,243,[BKT;UCJ;XNT;RUM]
OIS,61787,130097,543829,842,[RUM;EJT]
ZNB,96920,257041,1004396,1888,[EJT;MXU;WDO;QYT]
IFF,39213,68796,305797,386,[QYT;YUE]
EQS,24487,37351,174932,181,[YUE;UYJ;RGT;BUU;OOO;OKE]
NIX,56780,115132,487121,726,[OKE;WVX]
WAC,89072,225353,891996,1619,[WVX;HGK;IUY;HIR;LXD;UZD]
BCT,16639,23349,113063,101,[UZD;JME;EHX;YXT;ZAA]
QXP,66498,144889,599215,958,[ZAA;SAR;EAP;WUF;BOB]
ACY,11631,15415,76444,61,[BOB;LXI]
JUD,43923,80278,351723,467,[LXI;EZF;FXR]
TMH,76216,177585,719703,1222,[FXR;NWX;OIS;ZZM]
TZL,79057,187698,756512,1305,[ZZM;CEE]
DRQ,21349,31522,149537,147,[CEE;DOS;QFB;YEU]
MJV,53642,106150,452719,658,[YEU;QHU]
WOE,88775,224191,887849,1609,[QHU;JUZ;IJF;EQE;KRC;HNO]
GGI,31067,50568,231024,264,[HNO;AHP;SQZ;HJN;ZAQ]
UBF,80926,194489,781122,1361,[ZAQ;MGO;LXW;FZX]
ZDW,98493,263622,1027581,1945,[FZX;LNG]
NYS,58352,119747,504686,762,[LNG;JIH;GHO;KRQ;PLR;CFJ]
JIF,43626,79533,348768,462,[CFJ;JTC;RUF;OUM;OWL]
CSO,18211,26000,125017,115,[OWL;TJF;CUX;LUB]
HVG,35778,60858,273547,332,[OEU]
VPC,85637,212086,844522,1507,[LUB;XMA]
RAO,70911,159373,652890,1074,[XMA;FGC;OTK;EYJ;AFF;EXS]
KKY,45496,84266,367499,496,[EXS;QOG;MCU]
PMP,63063,134035,558634,873,[MCU;MGG;FNV;MLL]
UPH,80629,193403,777190,1352,[MLL;SVN;XGY;KCY;RDM;VGE]
DHM,22922,34406,162157,163,[VGE;FAJ;EUP;QDI;WKJ]
NMU,58055,118869,501350,755,[JHR]
XEZ,90347,230371,909885,1661,[WKJ;JMB]
HJI,35481,60188,270808,328,[JMB;YUE;EJG;VOR]
QBN,67773,149012,614545,991,[VOR;PGD]
ATR,10065,13094,65452,50,[PGD;HUR;GPI;BFW;XKH;RMD]
OOO,59925,124440,522479,798,[RMD;ALO]
KYA,45199,83507,364503,491,[ALO;XTD;DTP;UDJ;VHN;DTS]
TQF,77491,182093,736135,1259,[BJX;DTS;LBZ;NKE]
HLB,37350,64445,288177,357,[NKE;HIZ;OHG;VAM]
MNT,54917,109763,466592,685,[VAM;SMW;BLA;GDZ]
WFX,87209,218113,866120,1558,[GDZ;BDB]
PCL,64635,138957,577077,911,[UBK;BDB;OIS]
LNY,49909,95866,412935,581,[OIS;NBB;RLQ;QNC;OHP]
ZHU,99768,269014,1046538,1991,[OHP;KTM]
JZY,42061,75656,333331,435,[KTM;JJH;WUC;DTR]
FKL,27335,42906,198738,215,[DTR;UNU]
OCQ,59627,123546,519093,791,[UNU;IAX;WRH;IDP;DHU;HZD]
XUV,91920,236631,932151,1714,[HZD;VVP;VYT;CIE;RYX]
RRI,69346,154167,633656,1032,[DJY;RYX;EOV]
MBV,54620,108917,463347,679,[EOV;HLM;KPV;WVI]
BWR,14479,19831,96995,83,[WVI;GLR;LXO;AXJ;WEQ;XOG]
KOW,46771,87555,380449,520,[XOG;CQS;XIU;WDE;CTD]
UTE,81904,198086,794122,1391,[CTD;MHX;YZH;WOJ;GLX]
ELJ,24197,36799,172548,178,[ELD]
NDO,56489,114287,483897,720,[GLX;DLF]
BYK,16348,22866,110875,99,[DLF;IEG;YKQ]
XIX,91623,235442,927929,1704,[YKQ;ZNJ;WYL;JMV]
GAC,33915,56706,256496,304,[JMV;PPK]
LDT,51482,100146,429547,613,[PPK;MME;RUJ;IQD]
FAH,28907,46081,212187,235,[IQD;YZP]
OSL,61200,128302,537064,828,[HGB;YZP;UHD;OSO;CHN]
TUD,78766,186652,752712,1296,[CHN;DAZ;PVE;EKR]
DMH,21059,30999,147234,144,[EKR;BOK;YLM;SPI;YYI;SDT]
YXU,96333,254604,995799,1867,[SDT;KWT;ZUL;UTS;MKM]
IPZ,38626,67413,300211,377,[MKM;KWZ;KXM;DTP;TGL]
SUI,73759,169041,688447,1152,[TGL;KWC]
LER,48344,91682,396623,550,[KWC;RCP;JYD]
GOE,33618,56054,253806,300,[JYD;VWP;TQU;RRW]
VJA,83477,203932,815208,1439,[RRW;ESQ]
EBF,25769,39821,185559,196,[ESQ;TGF;WLF;LIY]
OGN,60903,127398,533654,821,[LIY;YQT;FQY;JTT]
YYS,93195,241762,950363,1758,[JTT;GEQ]
RVG,70621,158402,649309,1066,[GEQ;ZFG;VWZ;CTS]
ANL,12913,17372,85606,70,[CTS;HDY;NWT;QJY;KSE;SIT]
FQC,30480,49334,225864,256,[SIT;WRH;GIA;ITZ;CHF]
QVL,65613,142058,588661,936,[CHF;JQK]
ZNQ,97906,261157,1018901,1923,[JQK;DZA;QDX;BLM]
IFU,40198,71140,315239,403,[BLM;AZI]
NHM,57765,118014,498101,748,[AZI;PSD;RZV;GAS]
XZQ,90057,229225,905803,1651,[GAS;NFJ;ZWX;GPM]
SKD,75331,174487,708385,1196,[GPM;BCB;GGL;PFA;AKQ;ROA]
CCI,17624,25001,120528,110,[ROA;IGQ;QRB;VJC;LXX]
MHR,52757,103673,443176,639,[LXX;GLX;JWV;SNA;AIN]
FRA,27342,42920,198797,215,[AIN;CJD]
ABN,12616,16914,83471,68,[CJD;YOM;VKK;SNU]
FEE,30183,48714,223264,252,[SNU;ROV;YUY;TQZ;CMB;YXI]
PWJ,62475,132215,551795,858,[YXI;XYF;LLW;BDR;UXW]
YOO,94768,248160,973027,1812,[UXW;ZSM;XTQ;VKG;FIY]
ITW,39901,70430,312382,398,[FIY;SPH]
NVO,57468,117142,494781,741,[SPH;YAR;SDB]
GFX,32052,52662,239753,278,[SDB;EWD;HLX;DTJ]
LIP,49619,95085,409896,575,[DTJ;UVY]
ZDL,99478,267783,1042213,1980,[UVY;DEZ;MMW;HHY;YUT;AUU]
JIU,44611,82013,358596,480,[AUU;IOO;FSI]
TAZ,76904,180011,728552,1242,[FSI;EBQ;FYC;LHI]
CSD,19196,27701,132620,125,[LHI;YOU;ORI;ACU;UAC;TAQ]
DFH,22037,32774,155030,154,[TAQ;UMD;SXG;HJV;OJR]
MXM,54330,108093,460187,673,[OJR;DPP]
WPR,86622,215853,858029,1539,[DPP;ANI;TJN;NNY]
BRI,14189,19370,94870,80,[NNY;ERP]
GUA,31755,52028,237112,273,[ERP;XPG;HHG;AYX;XZQ;LZJ]
ZRN,99181,266525,1037792,1970,[LZJ;OBJ]
JJS,41473,74219,327588,424,[OBJ;FWJ;YTN;EBO;IDC;CME]
OLJ,59040,121790,512442,777,[CME;UIC;GAS;CRE;GYG]
TOB,76607,178962,724726,1233,[GYG;DKR;ZTP;DBP;YDH]
CGF,18899,27185,130318,122,[YDH;DLU]
QAC,68758,152231,626488,1017,[DLU;BGE;LFA]
ASG,11051,14546,72347,57,[LFA;IDZ;OCQ;WOS]
WDT,86325,214714,853947,1529,[WOS;TRV]
FVY,28617,45489,209689,231,[TRV;BER;MJH;VTZ]
BFK,13891,18899,92694,78,[VTZ;EVO]
TQU,78476,185611,748929,1288,[EVO;HLY;FYK;PAD;QPG;ZPC]
DVD,23610,35691,167746,171,[TXJ;ZPC;OLE;CMB]
XSQ,91035,233100,919598,1684,[CMB;FYS;NAI]
GKV,33328,55420,251186,296,[NAI;GJT;XLV;COD]
QCA,65620,142081,588744,936,[COD;HJG]
VER,83187,202848,811303,1430,[KUM;HJG;HZG;AMX;CFC]
QPE,68461,151257,622878,1009,[CFC;PFP;NGE;UQA]
AHJ,10753,14105,70254,55,[UQA;XQS]
DWB,20472,29948,142596,138,[XQS;ZDS;CWD]
YGO,95746,252178,987231,1847,[CWD;JQU;HSF;SBL]
IYS,38038,66039,294648,367,[SBL;AXK]
NBK,55605,111733,474138,700,[AXK;YUJ;IKR;ITT;QVN;EBQ]
WTP,87897,220774,875641,1580,[EBQ;BLD;EQG]
KNL,47756,90131,390552,539,[EQG;BEA;ZSE;APL]
GYX,33031,54774,248512,291,[APL;UCK]
ZIH,97615,259940,1014614,1913,[UCK;NFN;ZPU;XMU;ZQQ;QMC]
VST,82890,201741,807312,1421,[QMC;AQP;AZL;DRT]
NDD,57475,117162,494859,742,[DRT;FCF]
JNQ,42749,77351,340090,447,[FCF;NJT;CCJ;GLO]
XIM,92608,239393,941960,1738,[GLO;YGI]
CKD,20174,29419,140254,135,[YGI;WTL;MXQ;RGJ;EYG;UEZ]
AXE,12326,16469,81393,66,[UEZ;LFT]
PRA,62185,131320,548431,851,[LFT;XXB]
KCN,47459,89351,387496,533,[XXB;DKI;ZKW]
UUS,79752,190211,765626,1325,[ZKW;ZUW;VVH;JQE]
EZA,24885,38112,178215,186,[JQE;YVE]
NRF,57177,116291,491538,735,[YVE;FZY;PCZ;PDQ]
WJK,89470,226914,897564,1632,[PDQ;TGP;SXT;SAW]
CLB,17036,24011,116062,105,[SAW;HMJ]
HOT,34603,58227,262757,314,[HMJ;XUV;VYC;XLS]
QGY,66896,146171,603984,968,[XLS;YAD;ARQ;LMH;PQW;LXU]
EAU,26755,41754,193831,208,[LXU;OQP;IRK;ZMQ;UGM]
ALG,12029,16017,79273,64,[UGM;HJL]
DAZ,21747,32245,152709,151,[HJL;XYB;MIJ;TKU]
RVV,71606,161709,661501,1093,[TKU;QBX]
BAE,16739,23515,113817,102,[QBX;THT;QDT]
UKN,81324,195949,786402,1373,[QDT;WPM;DRQ;RWF]
JEJ,41183,73514,324766,419,[RWF;WPG]
EPW,26457,41167,191322,204,[WPG;JFH;NGE;UAO;ULK;KCB]
YMJ,93883,244551,960250,1781,[KCB;AGX;YOL;AXP;FNR]
HEO,36176,61759,277230,338,[FNR;KCT;VFG;ZGG;SHV]
RJX,71309,160709,657815,1085,[SHV;QKE]
BBC,13601,18443,90583,76,[QKE;EIM;VCN]
UYP,81027,194859,782459,1364,[VCN;HAK;LWE;QTG]
NVD,58453,120045,505821,764,[QTG;VLW]
XNI,90745,231948,915498,1674,[VLW;MQB;FID;PXN]
GFM,33038,54789,248575,292,[PXN;TFT]
LIE,50604,97748,420248,595,[TFT;VLB;QMC;IPW;MCX;CUB]
VNN,85738,212471,845902,1510,[CUB;YCW;ZFJ;OLB;DAI]
OXW,60322,125638,527007,807,[EJO;DAI;HYN]
TZN,77889,183511,741294,1270,[HYN;CPR;VTQ;OYB;OUD;IQP]
PKA,63163,134347,559803,875,[IQP;VHZ;CBU;YVV;ECJ]
YCF,95456,250984,983010,1836,[ECJ;FZG]
SZS,72881,166034,677410,1128,[FZG;MEV;SWD]
BRX,15174,20947,102120,88,[EBD;SWD;PPU]
LWG,50307,96941,417117,589,[PPU;NVD;COU;PDQ;MVM;HMA]
UOL,82600,200662,803422,1412,[BRZ;HMA;WTY;GDU]
FTU,27733,43703,202122,220,[GDU;SBT;GIZ;RPQ;HSH;KLP]
OLY,60025,124742,523620,800,[KLP;OUN;WTM;JXZ;BUY]
HIM,37451,64678,289124,358,[BUY;AFV;NZZ;DYR]
FVN,29602,47509,218203,244,[DYR;CPX]
PAW,64736,139276,578268,914,[CPX;OZO;NDC;ZEB;UCM;DEN]
UCN,82302,199558,799437,1403,[DEN;MIK;GHQ;ZPF;VUE]
NMW,56887,115444,488312,728,[VUE;ADX;FXT;PWM;QPM]
SPO,74454,171439,697234,1172,[QPM;UQJ;DNK;FSR;OYK;ZBB]
CUX,19587,28384,135661,129,[ZBB;ONA;ISR;APR;DNC]
VEG,84172,206540,824595,1461,[DNC;NSH;LFM;IMP;XXS]
FJP,29305,46897,215627,240,[XXS;UXP]
OBU,61598,129518,541646,837,[UXP;YJD;CGX;UWL]
ZGD,96731,256255,1001623,1881,[UWL;IAO;VJD;JEQ;MID;PNS]
IYH,39023,68348,303987,383,[PNS;UNL;VVA;KZU;LMG]
SDQ,74157,170412,693474,1163,[LMG;WIQ;UZP;RBH;MPI]
BVV,16449,23033,111633,99,[MPI;JCU]
ZIW,98601,264077,1029180,1949,[JCU;OZG;LFL]
VSI,83875,205424,820578,1452,[LFL;OYB;RMX;BIO]
JNF,43734,79803,349841,464,[EYY]
OPW,61301,128610,538225,830,[BIO;GWT]
MCX,53452,105617,450665,654,[GWT;NAB;PVM;EXB;FFB;WWA]
IMJ,38726,67648,301162,379,[WWA;TKL;LNU]
WHG,88585,223450,885203,1603,[LNU;TZK;PJG;OSR]
GZK,30878,50169,229359,261,[OSR;EMY;NIC;GLC;AIK;GZN]
QET,66011,143329,593399,946,[GZN;EXH;MCP;KCL;AFO]
ZWY,98304,262827,1024782,1938,[AFO;YST]
IOD,40596,72096,319078,409,[YST;WTM;KNZ;YKW]
STM,75729,175877,713467,1208,[BIS]
CLQ,18022,25677,123568,114,[YKW;HAA]
MQZ,53155,104784,447459,648,[WRT;HAA;SRM;NCS;GGF]
VIE,85447,211364,841929,1501,[GGF;WTP;WVH;MXD]
FNN,30581,49545,226749,257,[MXD;IQY;TVT;BRR;UEX;DGX]
PFR,62873,133446,556422,868,[JUH;DGX;BQM;FFO]
YXW,95166,249792,978797,1826,[FFO;IYT;SXD;YAA]
DAO,22732,34053,160621,161,[YAA;DQC;PKQ;KZE]
ICF,40299,71382,316211,405,[KZE;FEP]
NFW,57865,118309,499223,750,[FEP;ZBB;EGQ]
GPG,32450,53517,243304,283,[EGQ;HYV;GFX;ILP]
CZS,17725,25172,121298,111,[ILP;ZZD]
LRX,50017,96157,414068,583,[NWV;ZZD;LBT]
QUP,67584,148397,612263,986,[LBT;MRW;GPX]
KRC,45009,83023,362592,487,[GPX;NHR]
TJH,77302,181421,733689,1253,[NHR;AZF;MFU;TVN;UYR;BJQ]
DOQ,22435,33505,158227,158,[BJQ;CPU;RLV;VXH;OGZ]
MGV,54727,109222,464517,681,[OGZ;YXF;SEV;NLA]
WYZ,87020,217384,863510,1552,[NLA;DQD]
GDI,32153,52879,240652,279,[DQD;WXA;WEZ;IAP;WSQ;MLF]
PVN,64446,138361,574847,907,[MLF;SFF;JBR;IAV;LUE]
ZAW,99579,268211,1043717,1984,[LUE;POY;OQJ;QQQ]
JSA,41871,75191,331472,431,[QQQ;FJV]
XNX,91730,235871,929452,1708,[FJV;NTD;DBX;PPF;URD;CSP]
CPO,19297,27876,133404,126,[CSP;YAJ;GJB]
HSF,36864,63328,283630,349,[GJB;EYQ;HFF;XEQ]
ACP,11449,15141,75155,60,[XEQ;UXB]
FEG,29015,46302,213119,237,[UXB;ZPO;NPM;SBC;HBT;GAT]
BPT,14289,19529,95602,81,[GAT;LGK;FTW;ONR]
KHY,46582,87064,378519,516,[ONR;TAE]
YBU,96441,255052,997377,1871,[TAE;BXO;ZII;NSY]
EEL,24008,36441,170998,176,[NSY;VMH]
NWQ,56300,113738,481804,715,[VMH;KSF;EAA;QKM;TBY;TVT]
XBZ,91433,234685,925235,1698,[TVT;WCR]
GTE,33726,56291,254782,301,[WCR;GTI]
RYM,68859,152563,627716,1019,[WPA;GTI]
AQR,11151,14696,73052,57,[GTI;KRS;NKO]
JIW,43444,79078,346961,459,[NKO;VAA;DTF;UNC]
TNF,78577,185973,750244,1290,[UNC;DDR]
DFJ,20870,30659,145737,142,[DDR;BOI;LHD;VLY]
RAG,70729,158763,650641,1069,[SFR;VLY;BRS]
WCX,88295,222320,881167,1593,[BRS;IWI;YHH;QHQ;LIP;LLT]
BFO,15862,22067,107235,94,[BZL;LLT;CLF;VWX]
GHG,33428,55639,252090,297,[VWX;QQF;ZMZ;ZMY;ZNH;MFU]
ZRP,98013,261606,1020484,1927,[MFU;XVZ]
EUH,25580,39453,183983,194,[XVZ;JIS;FCK;OEX;MBS;YIG]
SOD,75439,174863,709762,1199,[YIG;EHR;HPJ;OJZ;XZG]
OZP,60713,126822,531478,816,[FMP;XZG;XVD]
HJZ,35298,59778,269125,325,[XVD;LDT;CSC;DQJ]
MLQ,52865,103974,444336,642,[DQJ;CTO;FIS;LOF;QRO;VFU]
ROI,70431,157769,646969,1061,[VFU;LCV;OCC;BBN;HIF]
AGN,12724,17080,84246,69,[HIF;FJV;OWR;UUI;PWA]
KLV,47857,90396,391592,541,[PWA;RPV]
UDA,80150,191656,770865,1337,[TYG;RPV]
EIJ,25283,38878,181513,190,[RPV;QJH;LPE]
NAO,57575,117456,495978,744,[LPE;WTX;OQU;NIL]
XSS,89868,228479,903146,1645,[QLC]
LNP,49727,95375,411026,577,[NIL;NZI]
HXB,35001,59113,266398,320,[NZI;LTE;XML;MMS]
QPG,67293,147455,608759,979,[MMS;CRW]
EKC,27153,42543,197194,213,[CRW;ASQ;VUP;DSA;JIW;JRH]
AUP,12427,16624,82116,67,[JRH;UKT;KOP;VSL;TNZ]
YHQ,94578,247384,970280,1806,[TNZ;EEM;IMB;TIW]
MBM,54437,108397,461354,675,[TIW;MTX]
IMY,39711,69978,310561,395,[MTX;MLC;GLM;XZT;WSB;TJX]
WGV,89571,227310,898978,1635,[LFF;TJX]
GYZ,31863,52258,238071,275,[TJX;LJT;NVN]
CJM,17137,24180,116826,106,[NVN;NIT;GWV]
LBR,49430,94577,407918,571,[QSP;GWV;HXZ]
UTW,81722,197414,791695,1385,[HXZ;FNN;ADZ;RWL;IJX;JVQ]
OQJ,59148,122112,513663,780,[JVQ;KRW;TTM;GAN;SFW]
JAW,44422,81534,356703,476,[SFW;BNL]
TSA,76714,179341,726106,1236,[BNL;AZP;EQY;QJE]
YVS,94281,246172,965988,1795,[QJE;SKN]
HNX,36574,62664,280927,344,[SKN;VHB;DOM;GOD;TWK;OVP]
RFB,68866,152586,627802,1019,[OVP;EZL]
RSF,71707,162049,662755,1096,[EZL;HOV;LSH;THG;QHS;FND]
BKK,13999,19069,93482,79,[FND;KXP;XVD;TQQ;GFE]
KCP,46292,86313,375566,511,[GFE;LNW;BFQ;FVB;CDL]
YXL,96151,253851,993138,1861,[CDL;EML;FKD;OQS;NJC;AVU]
UHY,81425,196320,787743,1376,[PDW;AVU;AKX;CVW]
DZD,23717,35893,168620,172,[CVW;YGQ;HUU;YPF]
ZKP,98992,265726,1034981,1963,[YPF;YGC]
CZH,18710,26858,128858,120,[YGC;UWQ;IUQ;HWO;KKY;QGP]
QTE,68569,151611,624189,1012,[QGP;QCP;LTE;RKJ;ZED]
ALI,10861,14264,71012,55,[ZED;RPS;WYA;FKI]
VWV,86135,213988,851342,1523,[FKI;DIB]
FOA,28428,45105,208065,229,[DIB;CLN;OUY;HTP;KOE;YYN]
PTJ,63561,135587,564454,885,[YYN;KEN;KIK;AJH;VQP]
IDS,38146,66291,295667,369,[VQP;WYG;WKG;IPY]
DNF,23420,35335,166199,169,[IPY;PIW]
NFJ,55713,112044,475326,703,[PIW;HBM;RED;LSN;XJI;NIT]
SIB,73279,167395,682405,1139,[NIT;QZQ;DBG]
BAG,15572,21593,105074,92,[VNR;DBG;DWM]
LFO,50705,98022,421314,597,[DWM;LAI;VDZ]
VXT,82997,202141,808752,1424,[VDZ;PLZ;UPM;TJB;UJW;HTG]
OUH,60423,125943,528160,809,[HTG;BPE;TPV;EEX;GNZ]
XMM,92716,239827,943503,1741,[GNZ;JCT]
TXY,77990,183871,742604,1273,[ULD;JCT;NVA]
CPD,20282,29610,141102,136,[NVA;WOU;WZB;DGE;OST;SKF]
IRU,37849,65600,292866,364,[SKF;WUW;UOL;UKM]
NUM,55415,111188,472051,696,[UKM;RVM]
KGN,47567,89634,388606,535,[RVM;JUW;WMQ;DKM;JHO;YXZ]
UYR,79859,190600,767036,1329,[YXZ;MMJ;QQO;LRJ;SRB]
JGS,42559,76882,338220,443,[SRB;JLZ;FZT;KMX;HOK]
CQB,17144,24192,116879,106,[ILF]
XAO,92418,238629,939249,1731,[HOK;QPO]
CDF,19985,29084,138771,133,[WRY;QPO]
MVK,52277,102340,438030,629,[QPO;USH;HBZ]
VNP,84570,208040,829990,1473,[HBZ;CDZ;KCN;FAV]
PKC,61996,130738,546243,847,[FAV;PNV]
KUP,47270,88856,385555,529,[PNV;OUJ;RNL;EEC]
IHQ,39421,69289,307784,390,[EEC;SFA]
NKH,56988,115738,489434,731,[SFA;GGU;XCS;ARZ;HBO;LVO]
WCM,89280,226169,894906,1626,[LME;LVO;YVY;BHX]
HHV,34414,57807,261032,312,[BHX;QZO;ETQ]
ETW,26565,41380,192231,206,[ETQ;LVD;CEV;USK]
AEI,11839,15729,77921,62,[USK;VIN]
DTB,21558,31901,151201,149,[VIN;UOY;YYN;YOG;EDX;DNT]
RNX,71417,161072,659153,1088,[DNT;DBD;FRV;SWX;VEI]
WQO,88983,225005,890754,1616,[VEI;MUX;WCM;XXA;FSO]
GIT,31276,51010,232868,267,[FSO;XPF;NNV;EPS;QJF;MOR]
LKK,48842,93006,401791,560,[MOR;FHT;CZE]
QNC,66409,144604,598151,956,[CZE;XMX;FKG;EMA]
ZFG,98701,264499,1030666,1952,[KAH]
TCU,76127,177273,718563,1219,[EMA;JAT]
CUZ,18420,26358,126623,117,[JAT;POD;BPE;DMC;IKO;LIG]
HXQ,35986,61328,275471,335,[LIG;EXW;TRQ;MCW]
QPV,68279,150662,620668,1004,[MCW;IBR]
AUE,13412,18147,89212,74,[IBR;MYJ;HFN;LHE]
URR,80838,194166,779954,1358,[LHE;ZVS]
NOF,58263,119484,503687,759,[ZVS;DGM;MXF;BVM;NSF;FEU]
XGK,90556,231198,912829,1668,[FEU;TRW]
AVC,10274,13400,66906,51,[TRW;SFD]
VFP,85548,211748,843307,1504,[SFD;FTZ;MQK]
FXT,27841,43919,203042,221,[NMW;MQK;NSK]
KAL,45407,84038,366601,494,[NSK;UKW;SCH;JLZ;PZY;STL]
TSP,77700,182836,738841,1265,[STL;NZK;FBD;UFK;KEE]
HMM,37559,64928,290137,360,[KEE;KKV]
DXY,22833,34241,161437,163,[KKV;UUS;LRP;QBT]
NPD,55125,110357,468870,690,[QBT;HKW;VJQ;WDC;ASP;HKN]
BKZ,14984,20641,100715,87,[HKN;GUX;CTI;CXZ;DSP]
KCE,47277,88874,385627,530,[DSP;OKT]
GMR,32551,53735,244207,285,[OKT;LWO;DGP;CWX]
UHN,82410,199958,800880,1406,[CWX;EFN]
ZJE,99977,269902,1049657,1999,[HSC;EFN]
OEA,59836,124173,521467,796,[EFN;NAT;RCK]
HBO,37262,64242,287351,355,[RCK;ULG;JJS;AHI]
RTT,69554,154855,636201,1038,[AHI;OGE]
BYB,14687,20164,98525,84,[OGE;RSI;MFY;FRJ;PKM;ZOF]
UIL,79272,188475,759329,1311,[ZOF;SJF;ANB;UPU;FNG]
PSY,64546,138677,576028,909,[FNG;KVG;TUA;ABS;ATX]
ZKC,96839,256704,1003205,1885,[ATX;EOT]
ENU,24405,37195,174258,180,[EOT;EZU;WAE]
NFY,56698,114893,486212,724,[SPI;WAE;SZB]
BZV,16557,23212,112445,100,[SZB;MHT;YFI;HCN;EIL;EJR]
XKH,91831,236275,930887,1711,[EJR;XJQ;LCY;TGX;UAL]
GCM,34124,57166,258393,307,[UAL;TGR;ZKP;CUQ]
MED,51690,100719,431762,617,[CUQ;ZWE;YAF;CZW;CLZ]
AZA,11549,15292,75863,60,[CLZ;ZVS;SZX;EET]
OUW,61408,128937,539459,833,[EET;UUA]
RJO,71126,160094,655550,1080,[UUA;PES;WOD;YFK;QXK;OLD]
BOX,16260,22721,110214,98,[OLD;IYY;RDB]
VLK,83685,204712,818015,1446,[RDB;LZS;KEI;TMW]
EDP,25978,40228,187305,199,[TMW;MLQ;GKJ;NMO;LDN;NEC]
TXL,75837,176255,714847,1211,[NEC;TOX;XCX;VZH;PUC]
OIY,61111,128031,536043,826,[PUC;PLK]
YAD,93404,242607,953360,1765,[PLK;HKW;YJC;OYJ]
HSH,35696,60673,272791,331,[OYJ;EYN]
RXQ,70829,159099,651878,1072,[EYN;LGQ;CUI;RZD;WFV;MKU]
UMJ,80547,193104,776107,1349,[MGZ]
IHF,40407,71641,317252,406,[MKU;BKI]
SMN,75540,175216,711050,1202,[BKI;QKY;FHK;CCN;NNR;IWP]
MJB,52966,104256,445422,644,[IWP;ELR;DDL;IPK;ZHN]
VBG,85258,210645,839349,1495,[ZHN;IEA;DCJ;REC;ZOR]
PYT,62684,132860,554221,863,[KCB]
YQY,94976,249013,976043,1820,[ZOR;OVR]
IVH,40109,70927,314383,401,[OVR;ZOF;CQK]
SNM,72402,164403,671415,1115,[CQK;UWD;BPN;XZC]
BFQ,14694,20175,98577,84,[KCP]
CSU,17535,24850,119850,109,[XZC;SIN]
LKZ,49828,95647,412084,579,[SIN;ZKO;GOS;WEK]
EHN,27253,42743,198043,214,[WEK;JFE]
CUO,19405,28065,134244,127,[JFE;TNK;PBA;IBF;OGN;GTG]
MZX,54538,108684,462454,677,[GTG;QNB;JKD;HJY;KCH]
RBO,72105,163395,667708,1106,[KCH;WJE;HAT;DZN]
KLX,46690,87344,379620,518,[FJS]
POP,64256,137764,572611,902,[DZN;NZX]
ZTY,99389,267407,1040889,1977,[NZX;CPK;MZZ;JMK;KJV;BGF]
SDH,73974,169782,691163,1158,[BGF;VBL;CJB;VLN;GBP]
CIQ,19108,27547,131937,124,[GBP;IPX;TQF;TMV]
LAV,51400,99922,428677,611,[TRN]
WFD,86533,215512,856806,1536,[TMV;QSK]
FXI,28826,45915,211488,234,[LXX;QSK;WAG;SYW;ATA]
PCR,63959,136831,569120,894,[ATA;FUQ;URW;CWO]
YUW,96251,254265,994602,1864,[CWO;SBU]
WHX,88403,222741,882668,1597,[SBU;DAK;EDR;APK]
SRJ,73677,168760,687415,1150,[APK;YXC;BWW;YRO;ASE;JCX]
GMG,33536,55875,253065,299,[JCX;KZJ;QLP;CUV;ECE]
LOX,51103,99108,425525,605,[ECE;NJN]
EYG,25688,39663,184883,195,[BSR;NJN;NQR]
JBY,43254,78605,345080,456,[NQR;OEG;DGL;TWM;CRM;PCC]
TGH,78388,185294,747780,1285,[PCC;XAN;DOQ;FHK]
NDU,55813,112332,476429,705,[FHK;CWH]
WVZ,88106,221585,878539,1587,[CWH;YSQ;MLE;OVM;HCK;OMO]
FNE,30398,49163,225146,255,[OMO;KBP;NGR;OKZ;AEC]
ZKR,97824,260814,1017693,1921,[AEC;PUI;JIE;ALL;CDM]
JPA,42957,77867,342143,450,[CDM;BZO]
SHF,75250,174203,707350,1194,[BZO;LUW;RLE]
CMO,20383,29790,141895,137,[RLE;QIP;FJP;QXS]
MES,52675,103445,442296,638,[QXS;AYU]
VWX,84968,209545,835399,1486,[AYU;KIT;HQY;PBA]
AZP,12534,16788,82883,67,[TSA]
FBG,30101,48543,222548,251,[PBA;TPO]
KEX,47668,89899,389645,537,[SHP;TPO;JZK;VRX;BXQ]
DOH,22253,33170,156763,156,[BXQ;LAV;ZKJ;UVF]
ZYT,97527,259571,1013315,1910,[UVF;BLV]
NTQ,57386,116902,493867,740,[BLV;QQH;STI]
XLU,89678,227732,900482,1639,[STI;WGD;AJW;SHQ]
HQD,34812,58691,264667,318,[SHQ;DTU]
QII,67104,146843,606484,974,[DTU;JNS;LYK;JZF;WHF;PNO]
ANR,12237,16334,80757,65,[NSB;PNO;AQI;GXM]
TXA,76822,179722,727496,1239,[GXM;MXI;UJE;QSK]
DCJ,21955,32624,154373,153,[VBG;QSK;MED;WPU;AYS]
MUO,54248,107861,459295,671,[AYS;CWV;XOV;JXF;PEB;MSP]
WZX,89381,226565,896319,1629,[MSP;QEQ;CFA]
GRB,31674,51855,236392,272,[CFA;RNI;TKY;PIY]
